state,district,city,property_type,beds,baths,size_sqft,furnishing,facing,age_years,price_inr,locality_key
Telangana,Jangaon,Jangaon,Independent House,5,4,2590,Unfurnished,North,1,10125000,Jangaon | Jangaon Town
Andhra Pradesh,Kurnool,Kurnool,Residential Plot,0,0,1350,Not Applicable,West,0,2625000,Kurnool | Budhwarpet
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Apartment,3,4,1264,Unfurnished,South,0,5350000,Sri Potti Sriramulu Nellore | Balaji Nagar
Andhra Pradesh,Kakinada,Kakinada,Residential Plot,0,0,1620,Not Applicable,West,0,3575000,Kakinada | Vidyut Nagar
Andhra Pradesh,Krishna,Vijayawada,Apartment,2,1,955,Unfurnished,North,0,4425000,Krishna | Poranki
Telangana,Kumuram Bheem Asifabad,Asifabad,Residential Plot,0,0,1350,Not Applicable,East,0,725000,Kumuram Bheem Asifabad | Tiryani
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Apartment,4,3,2550,Unfurnished,East,0,12000000,Sri Potti Sriramulu Nellore | Trunk Road
Andhra Pradesh,Kurnool,Kurnool,Apartment,3,3,1697,Furnished,East,3,4900000,Kurnool | Adoni
Telangana,Hyderabad,Hyderabad,Independent House,3,3,1653,Unfurnished,South,1,13900000,Hyderabad | Nampally
Telangana,Rangareddy,Hyderabad,Apartment,3,2,1135,Unfurnished,North,0,13425000,Rangareddy | Kondapur
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,1350,Not Applicable,East,0,6425000,Medchal Malkajgiri | Nagaram
Telangana,Khammam,Khammam,Independent House,3,4,1525,Semi-Furnished,South,1,7175000,Khammam | Mamillagudem
Telangana,Mahabubnagar,Mahabubnagar,Independent House,4,4,1890,Unfurnished,West,3,5600000,Mahabubnagar | Jadcherla
Telangana,Warangal,Warangal,Apartment,2,3,1008,Furnished,West,6,2700000,Warangal | Sangem
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Independent House,5,6,2567,Semi-Furnished,East,1,5475000,Sri Sathya Sai | Bukkapatnam
Andhra Pradesh,Krishna,Machilipatnam,Residential Plot,0,0,2997,Not Applicable,South-East,0,3400000,Krishna | Nandivada
Andhra Pradesh,Tirupati,Tirupati,Apartment,3,3,1150,Unfurnished,North-East,1,4225000,Tirupati | Naidupeta
Andhra Pradesh,NTR,Vijayawada,Independent Builder Floor,2,2,1000,Unfurnished,North-East,0,3125000,NTR | Tiruvuru
Telangana,Medchal Malkajgiri,Hyderabad,Independent Builder Floor,2,3,700,Unfurnished,South,1,6125000,Medchal Malkajgiri | KPHB
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,2160,Not Applicable,North,0,16875000,Medchal Malkajgiri | KPHB
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Residential Plot,0,0,900,Not Applicable,West,0,1075000,Alluri Sitharama Raju | Paderu
Andhra Pradesh,Markapuram,Markapuram,Independent House,3,3,1299,Furnished,North-East,14,4500000,Markapuram | Markapuram Town
Andhra Pradesh,Nandyal,Nandyal,Independent House,3,3,1921,Unfurnished,East,3,7100000,Nandyal | Nandyal Town
Andhra Pradesh,Guntur,Guntur,Residential Plot,0,0,900,Not Applicable,South,0,1850000,Guntur | Kothapet
Telangana,Rangareddy,Hyderabad,Independent House,3,4,1403,Unfurnished,North,10,17900000,Rangareddy | Madhapur
Telangana,Yadadri Bhuvanagiri,Bhongir,Independent Builder Floor,3,2,1516,Unfurnished,East,0,5375000,Yadadri Bhuvanagiri | Bhongir Town
Andhra Pradesh,Prakasam,Ongole,Independent Builder Floor,3,4,1484,Unfurnished,East,1,6575000,Prakasam | Ongole Trunk Road
Andhra Pradesh,West Godavari,Bhimavaram,Apartment,2,1,863,Unfurnished,East,2,3900000,West Godavari | Bhimavaram Town
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,2700,Not Applicable,South-East,0,6700000,Visakhapatnam | Simhachalam
Telangana,Sangareddy,Hyderabad,Villa,4,4,2974,Furnished,East,0,26250000,Sangareddy | Ameenpur
Andhra Pradesh,Nandyal,Nandyal,Independent House,2,3,979,Semi-Furnished,West,18,1375000,Nandyal | Mahanandi
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Independent House,2,2,1176,Semi-Furnished,North-East,0,1650000,Parvathipuram Manyam | Gummalakshmipuram
Telangana,Adilabad,Adilabad,Apartment,2,2,878,Furnished,East,9,3150000,Adilabad | Adilabad Town
Andhra Pradesh,East Godavari,Rajahmundry,Residential Plot,0,0,1350,Not Applicable,North,0,1775000,East Godavari | Rajanagaram
Telangana,Rangareddy,Hyderabad,Independent House,3,3,1794,Unfurnished,West,2,19375000,Rangareddy | Kokapet
Andhra Pradesh,Kurnool,Kurnool,Independent House,3,3,1700,Unfurnished,East,13,4850000,Kurnool | Kallur
Telangana,Sangareddy,Hyderabad,Apartment,2,2,1179,Semi-Furnished,South,1,6675000,Sangareddy | Patancheru
Telangana,Sangareddy,Hyderabad,Apartment,2,3,907,Unfurnished,North-East,15,6425000,Sangareddy | Beeramguda
Andhra Pradesh,Kurnool,Kurnool,Villa,4,5,2359,Unfurnished,East,18,10550000,Kurnool | Sunkesula Road
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1197,Not Applicable,East,0,7675000,Hyderabad | Habsiguda
Telangana,Rangareddy,Hyderabad,Apartment,2,3,1106,Unfurnished,East,0,8250000,Rangareddy | Shamshabad
Telangana,Yadadri Bhuvanagiri,Bhongir,Independent House,3,3,1654,Unfurnished,South,8,4225000,Yadadri Bhuvanagiri | Rajapet
Andhra Pradesh,East Godavari,Rajahmundry,Apartment,1,1,450,Unfurnished,North,0,2375000,East Godavari | Prakash Nagar
Telangana,Nalgonda,Nalgonda,Apartment,3,3,1751,Semi-Furnished,East,5,3350000,Nalgonda | Chandur
Telangana,Medak,Medak,Independent House,2,3,1240,Unfurnished,North-East,5,4775000,Medak | Medak Town
Andhra Pradesh,Anantapur,Anantapur,Residential Plot,0,0,1620,Not Applicable,North,0,3300000,Anantapur | Kamala Nagar
Telangana,Rangareddy,Hyderabad,Villa,3,3,2223,Semi-Furnished,North,22,18625000,Rangareddy | Adibatla
Telangana,Hanumakonda,Hanamkonda,Apartment,3,2,1593,Unfurnished,West,0,5050000,Hanumakonda | Dharmasagar
Telangana,Hyderabad,Hyderabad,Apartment,2,3,1031,Semi-Furnished,North,10,7025000,Hyderabad | Charminar
Telangana,Nizamabad,Nizamabad,Villa,4,5,2557,Semi-Furnished,North,29,6900000,Nizamabad | Bodhan
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,1,931,Semi-Furnished,South,18,7425000,Visakhapatnam | Maddilapalem
Telangana,Nizamabad,Nizamabad,Apartment,3,3,1423,Unfurnished,North-East,0,4075000,Nizamabad | Bodhan
Telangana,Hyderabad,Hyderabad,Apartment,4,4,2162,Semi-Furnished,East,8,19575000,Hyderabad | Shaikpet
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,3,1364,Unfurnished,West,0,7425000,Medchal Malkajgiri | Jeedimetla
Telangana,Hanumakonda,Hanamkonda,Independent House,4,4,2423,Unfurnished,South,27,5000000,Hanumakonda | Dharmasagar
Telangana,Nizamabad,Nizamabad,Apartment,3,3,1539,Unfurnished,North,0,3400000,Nizamabad | Balkonda
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Villa,3,2,1654,Unfurnished,North,11,6475000,Alluri Sitharama Raju | Araku Valley
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,1503,Not Applicable,South,0,8700000,Medchal Malkajgiri | Kukatpally
Andhra Pradesh,Eluru,Eluru,Independent House,2,2,1240,Unfurnished,North,1,2550000,Eluru | Pedapadu
Andhra Pradesh,Guntur,Amaravati,Apartment,2,2,1075,Semi-Furnished,West,4,5025000,Guntur | Thullur
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Villa,5,5,2925,Furnished,North,0,38875000,Visakhapatnam | Kommadi
Telangana,Karimnagar,Karimnagar,Villa,4,4,2460,Unfurnished,East,30,12825000,Karimnagar | Jyothinagar
Telangana,Hyderabad,Hyderabad,Apartment,2,2,934,Unfurnished,South,0,11975000,Hyderabad | Banjara Hills
Telangana,Sangareddy,Hyderabad,Residential Plot,0,0,3600,Not Applicable,North,0,14550000,Sangareddy | Bollaram
Andhra Pradesh,NTR,Vijayawada,Independent Builder Floor,2,2,908,Furnished,East,2,4475000,NTR | Ajit Singh Nagar
Andhra Pradesh,East Godavari,Rajahmundry,Apartment,1,1,440,Unfurnished,South-East,0,1600000,East Godavari | Bommuru
Telangana,Yadadri Bhuvanagiri,Bhongir,Independent House,4,4,2035,Furnished,South,9,4225000,Yadadri Bhuvanagiri | Rajapet
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Residential Plot,0,0,900,Not Applicable,South-East,0,825000,Sri Potti Sriramulu Nellore | Allur
Telangana,Warangal,Warangal,Apartment,3,3,1262,Unfurnished,North-East,0,4875000,Warangal | Mattewada
Telangana,Rangareddy,Hyderabad,Independent House,4,5,1599,Unfurnished,West,6,19025000,Rangareddy | Financial District
Andhra Pradesh,Eluru,Eluru,Independent House,2,2,1206,Unfurnished,North,1,2475000,Eluru | Bhimadole
Telangana,Hyderabad,Hyderabad,Independent Builder Floor,3,4,1693,Unfurnished,East,1,14275000,Hyderabad | Tarnaka
Telangana,Hyderabad,Hyderabad,Apartment,3,3,1554,Unfurnished,North-East,0,17575000,Hyderabad | Begumpet
Andhra Pradesh,Tirupati,Tirupati,Apartment,1,1,589,Unfurnished,South,0,1900000,Tirupati | Puttur
Andhra Pradesh,Kakinada,Kakinada,Apartment,3,3,1209,Semi-Furnished,South-East,8,4775000,Kakinada | Vakalapudi
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1350,Not Applicable,North,0,16600000,Hyderabad | Banjara Hills
Telangana,Sangareddy,Hyderabad,Independent House,4,5,2075,Unfurnished,North,30,13175000,Sangareddy | Tellapur
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Independent House,3,4,1421,Unfurnished,South,3,5600000,Sri Potti Sriramulu Nellore | Trunk Road
Andhra Pradesh,Krishna,Machilipatnam,Villa,5,4,2692,Semi-Furnished,East,20,8350000,Krishna | Pedana
Andhra Pradesh,Vizianagaram,Vizianagaram,Independent House,4,4,2172,Unfurnished,North-East,30,7775000,Vizianagaram | Vizianagaram Town
Telangana,Hanumakonda,Hanamkonda,Apartment,2,2,987,Unfurnished,North,4,3300000,Hanumakonda | Dharmasagar
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,1,1,590,Semi-Furnished,North,2,5325000,Medchal Malkajgiri | Quthbullapur
Telangana,Nalgonda,Nalgonda,Residential Plot,0,0,2160,Not Applicable,North,0,3325000,Nalgonda | Miryalaguda
Telangana,Adilabad,Adilabad,Residential Plot,0,0,1197,Not Applicable,North-East,0,800000,Adilabad | Boath
Andhra Pradesh,YSR Kadapa,Kadapa,Residential Plot,0,0,2700,Not Applicable,North-East,0,3200000,YSR Kadapa | Jammalamadugu
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,2,1,1088,Furnished,South-East,6,8025000,Visakhapatnam | Maddilapalem
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Residential Plot,0,0,2700,Not Applicable,East,0,1925000,Sri Sathya Sai | Madakasira
Andhra Pradesh,Chittoor,Chittoor,Independent House,3,3,1776,Semi-Furnished,South,4,6525000,Chittoor | Gandhi Road
Andhra Pradesh,YSR Kadapa,Kadapa,Apartment,3,3,1600,Unfurnished,North-East,0,6150000,YSR Kadapa | Chinna Chowk
Andhra Pradesh,Annamayya,Madanapalle,Apartment,3,3,1399,Unfurnished,North,0,2800000,Annamayya | Kodur
Andhra Pradesh,Markapuram,Markapuram,Independent House,2,3,1634,Semi-Furnished,North,9,4575000,Markapuram | Markapuram Town
Andhra Pradesh,Prakasam,Ongole,Independent House,3,3,1693,Unfurnished,South-East,16,3050000,Prakasam | Kondepi
Andhra Pradesh,Nandyal,Nandyal,Independent House,3,3,1708,Furnished,South,0,3025000,Nandyal | Atmakur
Telangana,Rangareddy,Hyderabad,Independent House,3,3,1124,Semi-Furnished,South,4,13250000,Rangareddy | Financial District
Andhra Pradesh,Annamayya,Madanapalle,Villa,5,4,2793,Semi-Furnished,South-East,30,10125000,Annamayya | Madanapalle Town
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Villa,4,4,2871,Semi-Furnished,West,0,6525000,Dr. B.R. Ambedkar Konaseema | Ainavilli
Andhra Pradesh,Kurnool,Kurnool,Residential Plot,0,0,2997,Not Applicable,North,0,4150000,Kurnool | Kallur
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Residential Plot,0,0,1800,Not Applicable,South,0,1400000,Parvathipuram Manyam | Seethampeta
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1350,Not Applicable,North,0,6575000,Hyderabad | Kachiguda
Andhra Pradesh,Chittoor,Chittoor,Apartment,2,2,921,Unfurnished,West,6,2100000,Chittoor | Gangadhara Nellore
Telangana,Khammam,Khammam,Residential Plot,0,0,900,Not Applicable,West,0,825000,Khammam | Yerrupalem
Telangana,Khammam,Khammam,Residential Plot,0,0,1998,Not Applicable,East,0,2650000,Khammam | Madhira
Andhra Pradesh,Bapatla,Bapatla,Independent House,3,3,1551,Semi-Furnished,East,25,3725000,Bapatla | Chirala
Andhra Pradesh,Guntur,Guntur,Apartment,2,2,1184,Unfurnished,West,7,3525000,Guntur | Prathipadu
Telangana,Kumuram Bheem Asifabad,Asifabad,Apartment,3,2,1954,Unfurnished,West,0,2650000,Kumuram Bheem Asifabad | Tiryani
Telangana,Jogulamba Gadwal,Gadwal,Residential Plot,0,0,1620,Not Applicable,South,0,800000,Jogulamba Gadwal | Waddepally
Telangana,Bhadradri Kothagudem,Kothagudem,Independent House,6,7,3078,Semi-Furnished,East,30,6625000,Bhadradri Kothagudem | Bhadrachalam
Andhra Pradesh,Anantapur,Anantapur,Apartment,2,3,1038,Unfurnished,North,0,3275000,Anantapur | Tapovanam
Andhra Pradesh,YSR Kadapa,Kadapa,Apartment,2,3,842,Unfurnished,North,7,3125000,YSR Kadapa | Ravindra Nagar
Andhra Pradesh,Guntur,Amaravati,Residential Plot,0,0,1620,Not Applicable,West,0,3050000,Guntur | Vaddeswaram
Telangana,Hyderabad,Hyderabad,Villa,3,3,1682,Unfurnished,South,0,27225000,Hyderabad | Banjara Hills
Telangana,Narayanpet,Narayanpet,Independent House,4,4,2410,Unfurnished,East,15,3275000,Narayanpet | Narva
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Villa,4,3,2365,Semi-Furnished,South-East,27,4125000,Parvathipuram Manyam | Veeraghattam
Telangana,Siddipet,Siddipet,Independent House,3,3,1431,Unfurnished,North,18,2450000,Siddipet | Doultabad
Telangana,Nalgonda,Nalgonda,Independent House,4,5,1910,Unfurnished,West,18,5625000,Nalgonda | Nalgonda Town
Andhra Pradesh,Vizianagaram,Vizianagaram,Residential Plot,0,0,1197,Not Applicable,East,0,2400000,Vizianagaram | Ayyannapeta
Andhra Pradesh,Guntur,Guntur,Apartment,2,2,972,Unfurnished,North-East,0,4450000,Guntur | Kothapet
Telangana,Karimnagar,Karimnagar,Independent House,4,4,1667,Semi-Furnished,East,3,4325000,Karimnagar | Choppadandi
Andhra Pradesh,Srikakulam,Srikakulam,Independent Builder Floor,2,2,1046,Semi-Furnished,West,3,3300000,Srikakulam | Amadalavalasa
Andhra Pradesh,Vizianagaram,Vizianagaram,Independent House,5,6,2556,Semi-Furnished,North-East,19,5250000,Vizianagaram | Cheepurupalli
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,3,3,1376,Furnished,North,12,2200000,Polavaram | Addateegala
Telangana,Rangareddy,Hyderabad,Independent House,5,5,2977,Unfurnished,East,10,35525000,Rangareddy | Madhapur
Andhra Pradesh,Eluru,Eluru,Residential Plot,0,0,1503,Not Applicable,North,0,1300000,Eluru | Pedapadu
Andhra Pradesh,YSR Kadapa,Kadapa,Independent Builder Floor,2,2,929,Semi-Furnished,North-East,1,2150000,YSR Kadapa | Vempalle
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,2,956,Unfurnished,East,5,7450000,Visakhapatnam | Madhurawada
Telangana,Hyderabad,Hyderabad,Apartment,2,1,886,Semi-Furnished,East,0,8025000,Hyderabad | Mehdipatnam
Andhra Pradesh,East Godavari,Rajahmundry,Apartment,2,2,790,Semi-Furnished,North-East,3,4450000,East Godavari | Morampudi
Andhra Pradesh,Eluru,Eluru,Villa,3,3,1932,Unfurnished,South,0,5275000,Eluru | Kaikaluru
Telangana,Khammam,Khammam,Independent House,6,6,3006,Furnished,West,15,4675000,Khammam | Kusumanchi
Andhra Pradesh,Tirupati,Tirupati,Independent Builder Floor,3,2,1414,Unfurnished,East,0,6375000,Tirupati | Tummalagunta
Telangana,Kamareddy,Kamareddy,Independent House,3,4,1613,Semi-Furnished,North-East,8,7100000,Kamareddy | Kamareddy Town
Telangana,Jayashankar Bhupalpally,Bhupalpally,Apartment,3,3,1530,Semi-Furnished,South,1,4725000,Jayashankar Bhupalpally | Bhupalpally Town
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,3,3,1267,Unfurnished,East,0,5750000,Visakhapatnam | Kurmannapalem
Telangana,Warangal,Warangal,Residential Plot,0,0,3600,Not Applicable,North,0,6975000,Warangal | Mattewada
Telangana,Nirmal,Nirmal,Independent House,3,3,1563,Unfurnished,North,0,4850000,Nirmal | Nirmal Town
Telangana,Rangareddy,Hyderabad,Apartment,3,2,1437,Unfurnished,South,0,14175000,Rangareddy | Nallagandla
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,3,3,1530,Unfurnished,East,0,16675000,Visakhapatnam | Siripuram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Independent House,2,2,1334,Furnished,North-East,13,3625000,Dr. B.R. Ambedkar Konaseema | Ravulapalem
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,2,955,Unfurnished,North-East,0,9000000,Visakhapatnam | Lawsons Bay Colony
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,2,1179,Unfurnished,North,6,8450000,Visakhapatnam | Madhurawada
Telangana,Jangaon,Jangaon,Apartment,3,2,1542,Unfurnished,East,1,2675000,Jangaon | Zaffergadh
Telangana,Karimnagar,Karimnagar,Independent House,4,4,2356,Semi-Furnished,South,5,9500000,Karimnagar | Jyothinagar
Andhra Pradesh,Tirupati,Tirupati,Independent House,3,3,1758,Unfurnished,North-East,3,9725000,Tirupati | K.T. Road
Telangana,Nalgonda,Nalgonda,Residential Plot,0,0,2403,Not Applicable,West,0,2050000,Nalgonda | Devarakonda
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,2997,Not Applicable,South-East,0,31925000,Hyderabad | Somajiguda
Andhra Pradesh,Anantapur,Anantapur,Independent Builder Floor,3,3,1527,Semi-Furnished,East,1,5550000,Anantapur | Saptagiri Circle
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,3,3,1648,Unfurnished,North,17,12850000,Visakhapatnam | Yendada
Andhra Pradesh,Guntur,Guntur,Apartment,2,1,1203,Semi-Furnished,West,0,7975000,Guntur | Arundelpet
Andhra Pradesh,Srikakulam,Srikakulam,Residential Plot,0,0,1197,Not Applicable,North-East,0,2325000,Srikakulam | Arasavalli
Telangana,Nalgonda,Nalgonda,Independent House,3,2,1602,Semi-Furnished,North,1,3000000,Nalgonda | Munugode
Telangana,Nalgonda,Nalgonda,Independent House,3,3,1725,Semi-Furnished,North,16,6325000,Nalgonda | Nalgonda Town
Telangana,Nalgonda,Nalgonda,Apartment,2,2,1141,Unfurnished,West,10,2675000,Nalgonda | Nagarjuna Sagar
Andhra Pradesh,Kurnool,Kurnool,Residential Plot,0,0,1998,Not Applicable,West,0,2700000,Kurnool | Kallur
Telangana,Hyderabad,Hyderabad,Independent Builder Floor,3,3,1302,Unfurnished,North-East,0,15725000,Hyderabad | Himayatnagar
Andhra Pradesh,NTR,Vijayawada,Apartment,2,2,1207,Unfurnished,West,2,8375000,NTR | Gunadala
Telangana,Bhadradri Kothagudem,Kothagudem,Residential Plot,0,0,1197,Not Applicable,East,0,2025000,Bhadradri Kothagudem | Bhadrachalam
Andhra Pradesh,Annamayya,Madanapalle,Independent Builder Floor,3,3,1448,Unfurnished,North,7,2200000,Annamayya | Kalakada
Andhra Pradesh,Prakasam,Ongole,Independent House,3,2,1534,Furnished,North-East,0,4350000,Prakasam | Podili
Telangana,Mancherial,Mancherial,Residential Plot,0,0,1350,Not Applicable,East,0,1100000,Mancherial | Luxettipet
Telangana,Kumuram Bheem Asifabad,Asifabad,Independent House,5,4,2586,Semi-Furnished,East,10,6575000,Kumuram Bheem Asifabad | Kagaznagar
Andhra Pradesh,Anakapalli,Anakapalle,Villa,5,5,3542,Semi-Furnished,East,5,13500000,Anakapalli | Nakkapalli
Telangana,Kumuram Bheem Asifabad,Asifabad,Independent House,4,3,1982,Unfurnished,South,1,2800000,Kumuram Bheem Asifabad | Tiryani
Andhra Pradesh,Bapatla,Bapatla,Residential Plot,0,0,1800,Not Applicable,South,0,1375000,Bapatla | Addanki
Telangana,Rangareddy,Hyderabad,Residential Plot,0,0,900,Not Applicable,West,0,2800000,Rangareddy | Ibrahimpatnam
Andhra Pradesh,Tirupati,Tirupati,Residential Plot,0,0,1350,Not Applicable,North-East,0,2250000,Tirupati | Sullurpeta
Telangana,Hyderabad,Hyderabad,Independent Builder Floor,3,3,1283,Unfurnished,North-East,5,9050000,Hyderabad | Mehdipatnam
Telangana,Warangal,Warangal,Independent Builder Floor,2,2,943,Unfurnished,North-East,0,2375000,Warangal | Geesugonda
Telangana,Vikarabad,Vikarabad,Independent House,2,1,863,Unfurnished,West,4,1500000,Vikarabad | Marpalle
Telangana,Sangareddy,Hyderabad,Independent Builder Floor,3,2,1150,Unfurnished,East,0,8900000,Sangareddy | Tellapur
Andhra Pradesh,Chittoor,Chittoor,Independent House,4,4,2172,Semi-Furnished,North-East,23,6825000,Chittoor | Chittoor Town
Andhra Pradesh,Guntur,Amaravati,Villa,4,3,2393,Furnished,North,5,17025000,Guntur | Tadikonda
Telangana,Peddapalli,Peddapalli,Apartment,2,3,1002,Unfurnished,East,0,1700000,Peddapalli | Sultanabad
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,3,1091,Unfurnished,South,0,7075000,Visakhapatnam | Madhurawada
Andhra Pradesh,NTR,Vijayawada,Apartment,3,3,1472,Semi-Furnished,East,2,8525000,NTR | Vidyadharapuram
Andhra Pradesh,Chittoor,Chittoor,Apartment,3,3,1683,Semi-Furnished,North,1,5000000,Chittoor | Kuppam
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Residential Plot,0,0,3600,Not Applicable,North,0,4450000,Alluri Sitharama Raju | Paderu
Andhra Pradesh,Bapatla,Bapatla,Independent House,5,5,2597,Semi-Furnished,South,30,3500000,Bapatla | Karamchedu
Telangana,Sangareddy,Sangareddy,Apartment,3,3,1575,Unfurnished,East,1,8275000,Sangareddy | Sangareddy Town
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Villa,3,3,1745,Semi-Furnished,North,3,6075000,Dr. B.R. Ambedkar Konaseema | Kothapeta
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Independent House,3,2,1750,Unfurnished,West,7,9750000,Sri Potti Sriramulu Nellore | Stonehousepeta
Telangana,Siddipet,Siddipet,Independent House,3,4,1705,Semi-Furnished,South-East,10,2950000,Siddipet | Cherial
Andhra Pradesh,Vizianagaram,Vizianagaram,Residential Plot,0,0,1800,Not Applicable,West,0,2250000,Vizianagaram | Modavalasa
Andhra Pradesh,Chittoor,Chittoor,Independent House,4,4,2034,Unfurnished,East,5,8050000,Chittoor | Gandhi Road
Telangana,Vikarabad,Vikarabad,Independent House,3,4,1299,Unfurnished,East,0,5050000,Vikarabad | Vikarabad Town
Andhra Pradesh,Prakasam,Ongole,Apartment,3,3,1582,Unfurnished,South,5,3425000,Prakasam | Tanguturu
Telangana,Kamareddy,Kamareddy,Apartment,3,3,926,Unfurnished,North-East,0,3125000,Kamareddy | Kamareddy Town
Telangana,Rangareddy,Hyderabad,Apartment,2,2,1088,Unfurnished,South,2,6875000,Rangareddy | Maheshwaram
